watchlist_id,watch_type,entity_id,risk_level,action,reason_code,reason_description,status,effective_from,reported_by,reported_source,country,city
wl000279,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:33:00,AML Team,AML,India,Pune
wl000280,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:35:00,Customer Care,AML,India,Hyderabad
wl000281,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:39:00,SOC,CRM,India,Mumbai
wl000282,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:41:00,Fraud Team,Manual,India,Chennai
wl000283,CARD,<MASKED_CARD_NUMBER>,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:49:00,Fraud Team,AML,India,Chennai
wl000284,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:50:00,AML Team,Manual,India,Hyderabad
wl000285,CARD,<MASKED_CARD_NUMBER>,high,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:52:00,AML Team,Manual,India,Pune
wl000286,CARD,<MASKED_CARD_NUMBER>,high,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:53:00,Fraud Team,Manual,India,Delhi
wl000287,CARD,<MASKED_CARD_NUMBER>,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:55:00,Fraud Team,AML,India,Hyderabad
wl000288,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:56:00,SOC,CRM,India,Pune
wl000289,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:57:00,Fraud Team,AML,India,Chennai
wl000290,CARD,<MASKED_CARD_NUMBER>,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:58:00,Customer Care,AML,India,Bengaluru
wl000291,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:59:00,Customer Care,AML,India,Mumbai
wl000292,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:05:00,SOC,CRM,India,Mumbai
wl000293,CARD,<MASKED_CARD_NUMBER>,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:06:00,Customer Care,CRM,India,Mumbai
wl000294,CARD,<MASKED_CARD_NUMBER>,critical,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:10:00,Customer Care,CRM,India,Bengaluru
wl000295,CARD,<MASKED_CARD_NUMBER>,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:11:00,Fraud Team,AML,India,Mumbai
wl000296,CARD,<MASKED_CARD_NUMBER>,low,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:20:00,AML Team,External Feed,India,Chennai
wl000297,CARD,<MASKED_CARD_NUMBER>,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:22:00,Fraud Team,Manual,India,Hyderabad
wl000298,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:28:00,AML Team,Manual,India,Pune
wl000299,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:33:00,AML Team,External Feed,India,Delhi
wl000300,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:34:00,Fraud Team,CRM,India,Pune
wl000301,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:38:00,Fraud Team,Manual,India,Mumbai
wl000302,CARD,<MASKED_CARD_NUMBER>,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:41:00,SOC,CRM,India,Mumbai
wl000303,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:45:00,SOC,CRM,India,Pune
wl000304,CARD,<MASKED_CARD_NUMBER>,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:48:00,SOC,AML,India,Chennai
wl000305,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:49:00,SOC,Manual,India,Delhi
wl000306,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:50:00,Fraud Team,CRM,India,Chennai
wl000307,CARD,<MASKED_CARD_NUMBER>,medium,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 23:52:00,Fraud Team,AML,India,Hyderabad
wl000308,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:03:00,Customer Care,External Feed,India,Delhi
wl000309,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:05:00,Fraud Team,CRM,India,Hyderabad
wl000310,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:08:00,Customer Care,CRM,India,Chennai
wl000311,CARD,<MASKED_CARD_NUMBER>,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:10:00,Fraud Team,External Feed,India,Pune
wl000312,CARD,<MASKED_CARD_NUMBER>,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:15:00,Customer Care,CRM,India,Chennai
wl000313,CARD,<MASKED_CARD_NUMBER>,low,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:21:00,Customer Care,CRM,India,Chennai
wl000314,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:22:00,SOC,Manual,India,Pune
wl000315,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:23:00,AML Team,CRM,India,Pune
wl000316,CARD,<MASKED_CARD_NUMBER>,critical,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:26:00,AML Team,Manual,India,Delhi
wl000317,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:27:00,SOC,External Feed,India,Pune
wl000318,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:28:00,Customer Care,AML,India,Hyderabad
wl000319,CARD,<MASKED_CARD_NUMBER>,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:29:00,Fraud Team,Manual,India,Hyderabad
wl000320,CARD,<MASKED_CARD_NUMBER>,medium,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:30:00,SOC,External Feed,India,Chennai
wl000321,CARD,<MASKED_CARD_NUMBER>,low,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:31:00,Customer Care,Manual,India,Bengaluru
wl000322,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:39:00,Customer Care,External Feed,India,Mumbai
wl000323,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:48:00,Fraud Team,External Feed,India,Bengaluru
wl000324,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:53:00,Customer Care,CRM,India,Pune
wl000325,CARD,<MASKED_CARD_NUMBER>,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 00:54:00,SOC,AML,India,Chennai
wl000326,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:03:00,Fraud Team,Manual,India,Chennai
wl000327,CARD,<MASKED_CARD_NUMBER>,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:05:00,Fraud Team,AML,India,Pune
wl000328,CARD,<MASKED_CARD_NUMBER>,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:07:00,Fraud Team,CRM,India,Bengaluru
wl000329,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:08:00,SOC,Manual,India,Hyderabad
wl000330,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:09:00,Fraud Team,Manual,India,Chennai
wl000331,CARD,<MASKED_CARD_NUMBER>,high,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:10:00,SOC,CRM,India,Delhi
wl000332,CARD,<MASKED_CARD_NUMBER>,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:11:00,Customer Care,External Feed,India,Pune
wl000333,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:13:00,AML Team,AML,India,Chennai
wl000334,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:15:00,AML Team,CRM,India,Pune
wl000335,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:17:00,Fraud Team,CRM,India,Mumbai
wl000336,CARD,<MASKED_CARD_NUMBER>,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:21:00,AML Team,CRM,India,Pune
wl000337,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:22:00,SOC,External Feed,India,Mumbai
wl000338,CARD,<MASKED_CARD_NUMBER>,medium,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:25:00,Fraud Team,AML,India,Mumbai
wl000339,CARD,<MASKED_CARD_NUMBER>,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:27:00,Customer Care,AML,India,Mumbai
wl000340,CARD,<MASKED_CARD_NUMBER>,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:35:00,Customer Care,CRM,India,Delhi
wl000341,CARD,<MASKED_CARD_NUMBER>,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,19-Jun-2026 01:39:00,SOC,CRM,India,Hyderabad
